title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Matematyka dyskretna w zadaniach,Izolda Gorgol,2024-12-30,500,polski,Wydawnictwo Naukowe PWN,"informatyka, matematyka",papier,0,0,"Celem niniejszego zbioru zadań jest przedstawienie podstawowych koncepcji, metod i technik matematyki dyskretnej, a także zaprezentowanie sposobów rozwiązywania typowych zadań z zastosowaniem aparatu teoretycznego dostarczonego przez matematykę dyskretną.Zbiór zawiera 202 przykłady, 539 zadań i 100 pytań testowych wielokrotnego wyboru. Składa się z ośmiu rozdziałów dotyczących różnych zagadnień związanych z matematyką dyskretną. Są to: Elementy logiki matematycznej, Zbiory, relacje i funkcje, Rekurencja, Kombinatoryka, Funkcje tworzące, Elementy teorii liczb, Wstęp do teorii grafów, Elementy teorii digrafów.W każdym rozdziale znajdują się zadania wraz z definicjami, twierdzeniami, przykładami i uwagami – ma to zapobiec rozwiązywaniu zadań bez sprawdzania założeń stosowanych twierdzeń oraz bez wnikania w treść wykorzystywanych pojęć. Taki układ materiału pozwala uniknąć nieporozumień mogących wyniknąć z faktu formułowania twierdzeń przy różnych założeniach i stosowania różnej symboliki przez autorów podręczników i skryptów, co szczególnie dotyczy terminologii teorii grafów. Niemal wszystkie podane w tym zbiorze twierdzenia opatrzono dowodami, co wynika z dbałości o ich prostotę i klarowność, ale czasami Autorki odchodzą od ścisłego formalizmu na rzecz przystępności wyjaśnień.","0,0",9788301238506,https://lubimyczytac.pl/ksiazka/5166320/matematyka-dyskretna-w-zadaniach
Bitcoin od podstaw. Jak inwestować i zarabiać na kryptowalutach,Martin Sharp,2024-12-22,241,polski,FreeBooks.pl,"informatyka, matematyka",e-book,1,0,"Świat finansów przechodzi fundamentalną transformację, a kryptowaluty stoją na czele tej rewolucji. Niezależnie od tego, czy jesteś doświadczonym inwestorem, czy dopiero zaczynasz swoją przygodę z cyfrowymi aktywami, potrzebujesz solidnego przewodnika, który przeprowadzi Cię przez meandry tego fascynującego świata.Co wyróżnia tę książkę:- Autor dzieli się swoim doświadczeniem w tradingu kryptowalutami. To bezcenna wiedza, której nie znajdziesz w teoretycznych opracowaniach.- Książka zawiera unikalne spojrzenie na psychologię inwestowania w kryptowaluty, pomagając czytelnikom zrozumieć i opanować emocje, które często prowadzą do kosztownych błędów na tym dynamicznym rynku.To wyjątkowe dzieło łączy w sobie przystępność z głębią merytoryczną. Znajdziesz tu szczegółowe wyjaśnienia technicznych aspektów kryptowalut przedstawione w sposób zrozumiały dla każdego, a jednocześnie zaawansowane strategie, które zaspokoją potrzeby doświadczonych inwestorów.W obecnych czasach, gdy tradycyjny system finansowy przechodzi transformację, zrozumienie kryptowalut staje się kluczową umiejętnością. Ta książka wyposaży Cię w narzędzia i wiedzę niezbędną do podejmowania świadomych decyzji inwestycyjnych w świecie cyfrowych aktywów.Zawarte w niej praktyczne wskazówki dotyczące bezpieczeństwa i ochrony swoich inwestycji są na wagę złota w czasach, gdy cyberataki stają się coraz bardziej wyrafinowane. Autor omawia:- Zaawansowane techniki przechowywania kryptowalut, w tym szczegółową analizę różnych typów portfeli i ich zastosowań w różnych scenariuszach inwestycyjnych.- Kompleksowe strategie zarządzania ryzykiem, które pozwolą Ci spać spokojnie nawet podczas największej zmienności rynku.To solidne kompendium wiedzy dla osób, które chcą zrozumieć i wykorzystać potencjał kryptowalut w swoim portfolio inwestycyjnym. Każda strona została napisana z myślą o praktycznym zastosowaniu, a zawarte w niej informacje są poparte rzetelnymi badaniami i wieloletnim doświadczeniem. Ta pozycja to Twoja przepustka do świata, który zmienia oblicze globalnych finansów. Nie czekaj, aż inni wyprzedzą Cię w wyścigu o finansową niezależność.","10,0",9788368316193,https://lubimyczytac.pl/ksiazka/5174859/bitcoin-od-podstaw-jak-inwestowac-i-zarabiac-na-kryptowalutach
"Javascript od pierwszej linijki. Naucz się jak pisać gry, strony WWW i aplikacje internetowe!",Peter Ringel,2024-12-22,407,polski,FreeBooks.pl,"informatyka, matematyka",e-book,1,0,"Opanowanie Javascript stanowi dzisiaj kluczową kompetencję w dynamicznie rozwijającej się branży technologicznej. Ta kompleksowa publikacja systematycznie wprowadza czytelnika w świat nowoczesnego programowania webowego, koncentrując się na praktycznych zastosowaniach i rzeczywistych scenariuszach implementacyjnych.Publikacja szczegółowo analizuje współczesne aspekty rozwoju front-endu, w tym:- Asynchroniczne przetwarzanie danych i komunikację z API- Optymalizację wydajności aplikacji webowych- Implementację responsywnych interfejsów użytkownika- Testowanie i debugowanie kodu- Integrację z popularnymi bibliotekami i frameworkamiMateriał został zorganizowany w logiczną ścieżkę rozwoju kompetencji. Szczególną wartość stanowią rozbudowane przykłady kodu, które ilustrują praktyczne zastosowanie omawianych koncepcji w rzeczywistych scenariuszach projektowych. Systematyczne podejście do nauki, połączone z praktycznymi projektami i rzeczywistymi przykładami implementacji, pozwala czytelnikom na stopniowe budowanie portfolio projektów, które mogą stanowić wartościowy punkt wyjścia do kariery w branży deweloperskiej. Książka stanowi kompletne kompendium wiedzy niezbędnej do rozpoczęcia profesjonalnej kariery w obszarze front-end development, jednocześnie służąc jako wartościowe źródło referencyjne dla bardziej doświadczonych programistów poszukujących usystematyzowania swojej wiedzy.","10,0",9788368316209,https://lubimyczytac.pl/ksiazka/5174858/javascript-od-pierwszej-linijki-naucz-sie-jak-pisac-gry-strony-www-i-aplikacje-internetowe
Excel 365 i 2024 PL. Kurs,Witold Wrotek,2024-12-17,352,polski,Helios,"informatyka, matematyka",papier,1,0,"Excel - Twój najlepszy osobisty pomocnikNazwa Excel z pewnością jest Ci znana. Może nawet potrafisz podać jego ""roboczą"" definicję: najpopularniejszy arkusz kalkulacyjny świata. Zgadza się. Tylko co to właściwie oznacza i do czego w praktyce służy? W jaki sposób może Ci się przydać w codziennym życiu i podczas wykonywania zadań zawodowych? Tego dowiesz się z tej książki, przygotowanej w formie przystępnego kursu.Podręcznik jest przeznaczony dla osób, które rozpoczynają przygodę z Excelem. Autor krok po kroku wprowadza w temat, objaśniając możliwości arkuszy kalkulacyjnych i operacje, jakie można dzięki nim wykonać. Omawia też specjalne dodatki, które zawiera Microsoft Excel w wersjach 365 i 2024 PL.Dzięki lekturze i ćwiczeniom, które wykonasz z tą książką, między innymi: Dowiesz się, w czym może Ci pomóc arkusz kalkulacyjny Stworzysz swój pierwszy arkusz i dokonasz w nim obliczeń Poznasz podstawowe i bardziej zaawansowane funkcje Excela Opanujesz najbardziej przydatne komendy programu Przyjrzysz się możliwościom microsoftowej sztucznej inteligencji","8,0",9788328915824,https://lubimyczytac.pl/ksiazka/5174178/excel-365-i-2024-pl-kurs
Teoria liczb w szkole,Piotr Zarzycki,2024-12-17,90,polski,Wydawnictwo Naukowe PWN,"informatyka, matematyka",papier,0,0,"W Teorii liczb w szkole Czytelnik znajdzie informacje o pojęciach związanych z jedną z najstarszych dziedzin matematyki, czyli teorią liczb, które pojawiają się w szkole, oraz o tym, jak je wprowadzać. Książkę podzielono na dwa rozdziały (Teoria liczb w szkole podstawowej oraz Teoria liczb w szkole ponadpodstawowej),a każdy z nich na 9 podrozdziałów, które zawierają również uwagi i komentarze dotyczące problemów dydaktycznych związanych z prezentowanymi tematami.Ważnym elementem każdego podrozdziału są zadania, niektóre z rozdziału I (szkoła podstawowa) mają swój ciąg dalszy w rozdziale II (szkoła ponadpodstawowa). W książce znajdą się także tematy wykraczające poza typowe programy szkolne, na przykład kongruencje – to proste pojęcie znacznie ułatwia stosowanie teorii liczb w dowodach i rozwiązaniach zadań. Pojawiają się również kody programów do niektórych zadań.Książka przeznaczona jest przede wszystkim dla nauczycieli matematyki oraz informatyki i może służyć do wzbogacania lekcji, prowadzenia kołek i zajęć popularyzujących matematykę.","0,0",9788301239503,https://lubimyczytac.pl/ksiazka/5167949/teoria-liczb-w-szkole
Gnom Jari z Kryształowej Góry i inne baśnie,praca zbiorowa,2024-12-17,252,polski,Bibliotekarium,"baśnie, legendy, podania",papier,0,0,"Zbiór siedemnastu baśni, które przenoszą czytelnika do magicznych światów. Opowieści nie tylko pobudzają wyobraźnię, ale również stawiają przed młodym odbiorcą szereg ważnych pytań. Bawią, uczą empatii oraz krytycznego spojrzenia na świat.","0,0",9788396959997,https://lubimyczytac.pl/ksiazka/5174363/gnom-jari-z-krysztalowej-gory-i-inne-basnie
Era cyberszpiegów,Maciej Góra,2024-12-06,83,polski,Securitum Wydawnictwo Sp. z o.o. Sp.k.,"informatyka, matematyka",e-book,0,0,"Omówienie zagrożeń w cyberprzestrzeni, wyzwań związanych z ochroną przed cyberszpiegostwem, kulisy działań cyberszpiegowskich Rosji, Chin, Korei Północnej i Iranu. Geopolityka a bezpieczeństwo cyfrowe.","0,0",9788396887498,https://lubimyczytac.pl/ksiazka/5170448/era-cyberszpiegow
"Data science, wyzwania i rozwiązania. Jak zostać ekspertem analizy danych",Daniel Vaughan,2024-12-03,225,polski,Helion,"informatyka, matematyka",papier,0,0,"Dzięki tej książce przyswoisz różne techniki, które pomogą Ci stać się bardziej produktywnym analitykiem danych. Najpierw zapoznasz się z tematami związanymi z rozumieniem danych i umiejętnościami miękkimi, które okazują się konieczne w pracy dobrego danologa. Dopiero potem skupisz się na kluczowych aspektach uczenia maszynowego. W ten sposób stopniowo przejdziesz ścieżkę od przeciętnego kandydata do wyjątkowego specjalisty data science. Umiejętności opisane w tym przewodniku przez wiele lat były rozpoznawane, katalogowane, analizowane i stosowane do generowania wartości i szkolenia danologów w różnych firmach i branżach.Z książki dowiesz się:* jak sprawić, by procesy oparte na analizie danych generowały wartość* jak zaprojektować przydatne wskaźniki* jak zdobywać poparcie interesariuszy* jak się upewnić, że algorytm uczenia maszynowego nadaje się do rozwiązania danego zadania* jak zapanować nad wyciekami danych","0,0",9788328912946,https://lubimyczytac.pl/ksiazka/5174807/data-science-wyzwania-i-rozwiazania-jak-zostac-ekspertem-analizy-danych
Bosi i Herraud Droga do Sławy,Marina Podolska,2024-12-01,116,polski,Hachette Polska,"baśnie, legendy, podania",papier,3,1,"W Sadze o Bosim i Herraudzie pojawia się wiele bardzo barwnych postaci: są to potężni konungowie i nieustraszeni wikingowie, piękne córki królów i wesołe córki prostych niewolnych chłopów, a także wiedźma w służbie dobra i kapłanka trollli w świątyni przerażającego bóstwa. Głównymi bohaterami są jednak dwaj młodzi wojownicy, od których saga wzięła swoją nazwę - bracia krwi Bosi i Herraud, pierwszy syn prostego chłopa, a drugi - wspaniałego władcy. Silna przyjaźń i absolutne oddanie sobie nawzajem dają im tyle siły i szczęścia, że z łatwością pokonują najbardziej niewiarygodne niebezpieczeństwa i z powodzeniem osiągają najtrudniejsze cele. Skomplikowana fabuła obraca się wokół pobratymców. Ta historia ma wszystko: krwawe bitwy i wesołe uczty, namiętną miłość i ognistą nienawiść, moc magii i siłę przyjaźni. I ta historia ma również szczęśliwe zakończenie!","6,7",9788328254763,https://lubimyczytac.pl/ksiazka/5171258/bosi-i-herraud-droga-do-slawy
Statystyka praktyczna z Excelem. Dla studentów i doktorantów,Paweł Cięszczyk,2024-11-26,220,polski,PZWL Wydawnictwo Lekarskie,"informatyka, matematyka",papier,0,0,"Publikacja stanowi kompendium wiedzy z zakresu obliczeń statystycznych wykorzystywanych w naukach podstawowych. Kompleksowo przedstawiono w niej metody statystyczne na podstawie powszechnego w użyciu arkusza kalkulacyjnego EXCEL w wymiarze niezbędnym do samodzielnego przeprowadzenia obliczeń na poziomie przygotowywania pracy magisterskiej czy rozprawy doktorskiej.W książce omówiono podstawowe metody statystyczne niezbędne do analizy danych. Wykorzystano realne przykłady z różnych dyscyplin sportowych, aby zilustrować, jak stosować techniki statystyczne w praktyce. Przedstawiono krok po kroku szczegółowe instrukcje dotyczące analizy wyników, oceny efektywności treningów oraz badania wpływu różnych czynników na osiągi sportowców. Autorzy publikacji, bazując na swoim bogatym doświadczeniu badawczym, prezentują statystykę w sposób przystępny i zrozumiały. Dzięki tym wskazówkom i licznym przykładom można z powodzeniem zdobyć umiejętności niezbędne do przeprowadzenia analizy rzetelnych badań i przygotowania solidnych opracowań naukowych.Polecamy szczególnie dla studentów i doktorantów AWFiS, fizjoterapii, dietetyki i innych kierunków biomedycznych.","0,0",9788301239985,https://lubimyczytac.pl/ksiazka/5166326/statystyka-praktyczna-z-excelem-dla-studentow-i-doktorantow
