title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Zielona apteka - 460 prostych przepisów,Aleksandra Kitaszewska,2024-12-27,272,polski,Self publishing Aleksandra Kitaszewska,poradniki,papier,1,0,"Odkryj moc natury i pozwól ziołom zadbać o Twoje zdrowie!Ziołolecznictwo to jedno z najstarszych dziedzictw ludzkości, które łączy wiedzę o roślinach z troską o zdrowie i dobre samopoczucie. W tej książce znajdziesz aż 464 receptury, które krok po kroku wprowadzą Cię w świat naturalnych preparatów – od nalewek, maceratów i olejów po kremy i maści. Poradnik zawiera również praktyczne wskazówki dotyczące zbierania, przetwarzania i przechowywania ziół, a także liczne zdjęcia, które ułatwią rozpoznawanie roślin i przygotowanie skutecznych preparatów.Ten wyjątkowy poradnik jest doskonałym przewodnikiem zarówno dla osób początkujących, jak i dla tych, którzy chcą poszerzyć swoją wiedzę o ziołach i naturalnych metodach wspierania zdrowia. Dzięki niemu odkryjesz, jak w prosty sposób korzystać z dobrodziejstw natury w codziennym życiu.Wejdź w świat ziół i stwórz swoją własną zieloną aptekę!","10,0",9788397452220,https://lubimyczytac.pl/ksiazka/5175069/zielona-apteka---460-prostych-przepisow
Fly high! Jak zostać stewką?,Weronika Eichmann,2024-12-24,126,polski,SZMAK STUDIO,poradniki,e-book,1,0,"Doskonały przewodnik dla wszystkich, którzy marzą o pracy w zawodzie stewardessy lub stewarda, a także dla pasjonatów lotnictwa, którzy chcą zgłębić tajniki tej fascynującej profesji. Książka dostarcza podstawowej wiedzy o wymaganiach, obowiązkach i wyzwaniach, z jakimi mierzy się personel pokładowy przybliżając aspekty pracy w tej branży, w tym komunikację z pasażerami, przygotowanie dokumentów, walizki, praktyczne porady, oraz sposoby na dbanie o siebie poza kabiną poprzez wskazówki doświadczonej cabin crew. Mamy tu 126 stron spojrzenia na ten zawód, w tym 10 kolorowych ilustracji.","10,0",9788397397002,https://lubimyczytac.pl/ksiazka/5173183/fly-high-jak-zostac-stewka
Kokologia: Klucz do Twojej Podświadomości,Martin Novak,2024-12-21,169,polski,SubProfit,poradniki,papier,1,0,"Kokologia: Klucz do Twojej PodświadomościOdkryj fascynujący świat Kokologii – połączenie psychologii, introspekcji i zabawy, które otworzy przed Tobą drzwi do głębszego zrozumienia siebie!„Kokologia: Klucz do Twojej Podświadomości” to wyjątkowa książka, która wprowadza Cię w świat japońskiej metody introspekcji, stworzonej przez profesorów psychologii Isamu Saito i Tadahiko Nagao. Martin Novak, inspirując się ich podejściem, zaprasza Cię do podróży, która łączy psychologię z kreatywnymi grami i wizualizacjami, pomagając Ci odkryć ukryte emocje, marzenia i wartości.Co znajdziesz w książce?Historia Kokologii – Poznaj korzenie tej metody, która zdobyła popularność na całym świecie.Podstawy introspekcji – Zrozum, jak działa Twoja podświadomość i dlaczego odpowiedzi w grach Kokologicznych odzwierciedlają Twoje najgłębsze myśli.Gry i wizualizacje – Szeroki wybór gier, które możesz wykorzystać indywidualnie, w parze lub w grupie, by lepiej poznać siebie i swoje relacje.Interpretacja wyników – Nauczysz się, jak analizować swoje odpowiedzi i wyciągać z nich inspirujące wnioski.Praktyczne zastosowanie – Dowiedz się, jak wprowadzić Kokologię do codziennego życia, by wspierała Cię w podejmowaniu decyzji, budowaniu relacji i rozwiązywaniu problemów.Inspirujące historie – Odkryj, jak Kokologia pomogła innym w zmianie życia na lepsze.Dla kogo jest ta książka?Dla wszystkich, którzy pragną lepiej poznać siebie, zrozumieć swoje emocje i budować głębsze relacje z innymi. To doskonała propozycja dla osób poszukujących narzędzi rozwoju osobistego w lekkiej, kreatywnej formie.Dlaczego warto przeczytać?Prosta i przystępna forma: Nie musisz być ekspertką od psychologii, by korzystać z Kokologii.Zabawa i refleksja w jednym: Połączenie lekkiej zabawy z głęboką introspekcją.Praktyczne narzędzie: Kokologia może stać się częścią Twojej codziennej rutyny, wspierając Cię w podejmowaniu świadomych decyzji.Zacznij już dziś!„Kokologia: Klucz do Twojej Podświadomości” to nie tylko książka – to podróż w głąb siebie, która pomoże Ci lepiej zrozumieć, kim jesteś i czego naprawdę pragniesz. Otwórz się na zmiany, odkryj swoje możliwości i pozwól, by Kokologia poprowadziła Cię do pełniejszego życia.","10,0",9798304416696,https://lubimyczytac.pl/ksiazka/5172527/kokologia-klucz-do-twojej-podswiadomosci
Praca to (nie) wyrok. Jak poprawić warunki odsiadki?,Katarzyna Suska,2024-12-20,,polski,Wydawnictwo Jackfruit,poradniki,e-book,1,1,"Ta książka to przepis na poprawę życia, opowiedziany w formie wciągającej historii młodego stażysty, zaczynającego pracę w modnej firmie IT. Marcin, nieśmiały i niepewny siebie samotnik, ma ciężki początek. Nie odnajduje się w nowym środowisku, nie pasuje tam, nie rozumie jakie są wobec niego oczekiwania, nie lubi swoich kolegów. Najchętniej wyrwałby się z tego miejsca. Niespodziewana rozmowa uświadamia mu, że nie musi pozostać bierny i nieszczęśliwy, może wziąć sprawy w swoje ręce i zamiast uciekać, może zmienić siebie i otoczenie. Marcin zaczyna od zera, ale z każdym dniem wie i widzi więcej, poznaje tajniki komunikacji, budowania zgranych i efektywnych zespołów, radzenia sobie z wyzwaniami, odważnego stawiania celów i rozpoznawania szans. Radzenia sobie z błędnymi decyzjami i gniewem zespołu - upadku i odnowy. Przyjęcia odpowiedzialności i radości z sukcesu.Dzięki tej książce- Poznasz Model “Integralność i Celowość” (TM),który pomoże Ci zrozumieć czym jest prawdziwy zespół.- Odkryjesz cechy dobrego zespołu i zobaczysz jak przebiega ćwiczenie, które pomoże waszemu zespołowi zdecydować, które usprawnienie jest dla was korzystne.- Poznasz Model Wartości “HOSSA”.- Dowiesz się jak budować zaufanie w zespole.- Zrozumiesz co powoduje konflikty i poznasz praktyczny schemat komunikacji, który pomoże Ci lepiej dogadywać się z zespołem.- Dowiesz się jak lepiej słuchać oraz jak się komunikować.- Poznasz zasady skutecznej asercji.- Dowiesz się jak się przygotować do dawania feedbacku.- Poznasz 4 poziomy kompetencji, które pomogą ci zrozumieć na jakim jesteś etapie drogi do ekspertyzy.- Zrozumiesz jakie granice są pomocne.- Poznasz Model Zarządzania Sytuacyjnego.- Dowiesz się, z jakich narzędzi korzysta Lider/ka.","10,0",9788395410611,https://lubimyczytac.pl/ksiazka/5172163/praca-to-nie-wyrok-jak-poprawic-warunki-odsiadki
100 dni z journalingiem,Klaudyna Maciąg,2024-12-19,107,polski,Espelibro,poradniki,e-book,0,0,"100 dni z journalingiem – porady, inspiracje i pomysły dla osób, które chciałyby zacząć przygodę z prowadzeniem pamiętnika.Dzięki tej publikacji odkryjesz moc pisania w oparciu o zaproponowane prompty, jak i pisania swobodnego. Dowiesz się, jak prowadzić pamiętnik (choć już teraz zdradzę Ci, że nie ma tu żadnych sztywnych zasad) i, przede wszystkim, znajdziesz motywację i inspirację twórczą.W 100 dni zakochasz się w journalingu i wprowadzisz pisanie do swojej codzienności już na zawsze.___E-book „100 dni z journalingiem” to Twój przewodnik po świecie pamiętników, który krok po kroku wprowadzi Cię w tę wspaniałą praktykę. Dzięki niemu nauczysz się, jak wykorzystać journaling jako narzędzie do pracy nad emocjami, realizacji celów i codziennej organizacji myśli.Co znajdziesz w środku?Inspirujące rozdziały wprowadzające:- Na czym polega journaling i dlaczego warto go praktykować.- Jak znaleźć czas na pisanie i radzić sobie z pustą kartką.- Przegląd różnych typów pamiętników.- Czy journaling jest dla każdego i jak się go nie bać.100 dni pytań i wyzwań: gotowe prompty, które rozwiną Twoją kreatywność, pomogą Ci lepiej poznać siebie i regularnie wracać do pisania. Każde z zadań/ćwiczeń/zdań do dokończenia zostało uzupełnione o omówienie, dzięki któremu łatwiej zrozumiesz, o czym pisać w pamiętniku.Materiały dodatkowe (w dwóch wariantach kolorystycznych): habit trackery na 30, 100 i 366 dni; karty celów; karty journalingowego bingo.Dla kogo powstał ten e-book?Dla każdego, kto:- Chce rozpocząć przygodę z journalingiem, ale nie wie, od czego zacząć.- Chciałby poznać różne typy pamiętników i sposoby dokumentowania wspomnień.- Próbował prowadzenia pamiętnika, ale nie umiał zachować regularności.- Szuka sposobów na lepsze radzenie sobie z emocjami i codziennym stresem.- Pragnie rozwijać kreatywność.- Lubi praktyczne ćwiczenia i wyzwania, które wspierają rozwój osobisty.Dlaczego warto?E-book jest przystępnie napisany, pełen praktycznych wskazówek i inspiracji, a jego struktura pozwala na dopasowanie wyzwania do Twoich potrzeb i tempa życia. To idealny wybór zarówno dla osób początkujących, jak i tych, które chcą wzbogacić swoją dotychczasową praktykę journalingową.Pozwól sobie na chwilę dla siebie, złap za pióro i odkryj, jak wiele może zmienić regularne pisanie. „100 dni z journalingiem” czeka na Ciebie!","0,0",9788395721960,https://lubimyczytac.pl/ksiazka/5171973/100-dni-z-journalingiem
"Między nami, kobietami. Rozmowy na odległość o tym, co ważne",Magdalena Madejska,2024-12-18,,polski,Self publishing Magdalena Madejska,poradniki,papier,1,0,"Czy współcześnie, w dobie internetu, social mediów i powszechnego dostępu do informacji istnieją jeszcze tematy tabu?Trzymasz w ręku książkę, która jest zapisem rozmów dwóch kobiet. Kobiet takich jak Ty: mających obowiązki, pasje, zainteresowania, chcących żyć bardziej świadomie. Magda i Gosia zapraszają Cię do rozmowy na tematy ważne, trudne, które warto poruszać, a niekoniecznie jest do tego okazja (lub odpowiedni rozmówca) na co dzień. Przeczytasz więc o toksycznych relacjach, przemocy, wpływie dzieciństwa na dorosłość, seksualności, a także o przyjaźni, macierzyństwie, emigracji, stawianiu granic i dbaniu o siebie.Kto wie, być może lektura tej książki będzie dla Ciebie punktem wyjścia do rozmowy ze znajomymi/przyjaciółmi/rodziną? Przekonaj się!","10,0",9788396440235,https://lubimyczytac.pl/ksiazka/5172023/miedzy-nami-kobietami-rozmowy-na-odleglosc-o-tym-co-wazne
Droga do celu według Napoleona Hilla,Napoleon Hill,2024-12-17,120,polski,Onepress,poradniki,papier,0,0,"Filozofia Napoleona Hilla wciąż stanowi niedościgniony wzorzec dla każdego, kogo interesuje usłane sukcesami, spełnione życie, w którym urzeczywistniają się marzenia. Podejście Hilla koncentruje się przede wszystkim na inicjatywie osobistej, aktywnym działaniu i wyciąganiu lekcji z przeciwności losu. Autor pokazuje też, jak ważne jest stworzenie dla siebie intelektualnej grupy wsparcia. Dzięki zmianie podejścia i przyjęciu nowej filozofii dopniesz swego, niezależnie od tego, czy celem są pieniądze, władza, szczęście, czy rozwój duchowy.Ta niepublikowana dotychczas książka jest zwięźle napisanym, praktycznym i niezwykle inspirującym przewodnikiem po zasadach, które sformułował i przetestował sam Mistrz. Dochodził do nich przez dziesięciolecia, badając fenomen ludzi sukcesu. Teraz możesz je zastosować we własnym życiu, aby uwolnić pełnię swojego potencjału.","0,0",9788328914940,https://lubimyczytac.pl/ksiazka/5169851/droga-do-celu-wedlug-napoleona-hilla
Gnom Jari z Kryształowej Góry i inne baśnie,praca zbiorowa,2024-12-17,252,polski,Bibliotekarium,"baśnie, legendy, podania",papier,0,0,"Zbiór siedemnastu baśni, które przenoszą czytelnika do magicznych światów. Opowieści nie tylko pobudzają wyobraźnię, ale również stawiają przed młodym odbiorcą szereg ważnych pytań. Bawią, uczą empatii oraz krytycznego spojrzenia na świat.","0,0",9788396959997,https://lubimyczytac.pl/ksiazka/5174363/gnom-jari-z-krysztalowej-gory-i-inne-basnie
Sukces każdego dnia,Marcin Bieniek,2024-12-16,368,polski,Własne,poradniki,papier,0,0,"Książka ""Sukces każdego dnia"" - Zaprojektuj życie pełne satysfakcji!Chcielibyście osiągnąć sukces na wielu polach, ale wątpicie, czy jesteście w stanie to zrobić?Koniec takiego życia!Czas sięgnąć po to, co sprawi, że wasze życie będzie wspaniałe. Sukces nie jest dziełem przypadku – to rezultat systematycznych aktywności, które muszą uwzględniać konkretny plan i przygotowanie.Książka „Sukces każdego dnia – zaprojektuj życie pełne satysfakcji!” to przewodnik dla wszystkich ludzi, którzy chcą, by ich życie było niesamowite. Jeżeli chcecie zostać milionerami, zmienić swoją sylwetkę czy cieszyć się wspaniałą relacją z ukochaną osobą, sprawdzone metody pozwolą wam sięgać po to wszystko i zostawią jeszcze trochę miejsca na inne sukcesy. Wy decydujecie o tym, co jest ważne i osiągnięcie każdy punkt z waszej listy. Zrozumiecie, jak wykorzystać teraźniejszość, by przyszłość była zgodna z oczekiwaniami.Gotowi na życie pełne sukcesów?Ten inspirujący poradnik to odpowiedzi na pytania, których potrzebujecie do osiągania sukcesów. Odkryjecie:■ czym tak naprawdę jest sukces,■ jak wygląda wzór na wymarzone życie,■ dlaczego ludzie tracą motywację do działania,■ najczęstsze błędy popełniane przy próbie zmiany życia,■ 6 kroków do wyznaczenia skutecznego planuosiągnięcia sukcesu,■ 7 sfer, które decydują o systematyczności działania,■ trudności po osiągnięciu sukcesu,■ co zrobić, by jeden sukces prowadził do kolejnego,■ sposób na kontrolowanie własnego życia!","0,0",9788397409804,https://lubimyczytac.pl/ksiazka/5172222/sukces-kazdego-dnia
"Relacje, jakich pragniesz. 7 umiejętności wzmacniających więzi. Wersja dla kobiet",Magdalena Lubońska,2024-12-14,268,polski,"Amazon Kindle Direct Publishing, Empik Selfpublishing",poradniki,papier,3,1,"Czy kiedykolwiek czułaś, że Twoje relacje – te partnerskie, rodzinne czy przyjacielskie – mogłyby być głębsze, zdrowsze i bardziej satysfakcjonujące? A może zastanawiasz się, dlaczego powtarzasz pewne schematy, które zamiast budować, rujnują Twoje więzi z bliskimi? Jeśli tak, ebook „Relacje, jakich pragniesz” to Twoja osobista mapa w dążeniu do lepszej jakości relacji.Magdalena Lubońska, autorka pełna empatii i doświadczenia, przedstawia niezwykły poradnik, który pomoże Ci spojrzeć na relacje z nowej perspektywy. Oparta na autentycznych historiach i własnych przemyśleniach książka wskazuje, jak siedem kluczowych umiejętności może odmienić Twoje życie i relacje.","10,0",9788397202313,https://lubimyczytac.pl/ksiazka/5173773/relacje-jakich-pragniesz-7-umiejetnosci-wzmacniajacych-wiezi-wersja-dla-kobiet
